SKU,Product,Original Price,Discounted Price
SDCG3/64GB,"Card memorie microSD 64GB pentru camere IP, Kingston CANVAS GO Plus, 170 Mbps, cu adaptor, U3, V30, SDCG3/64GB",42.99,41.0
CC-PPVGA-5M-B,CABLU video VGA Tata - Tata 5 metri,42.99,39.0
DS-1280ZJ-DM18,Cutie de distributie pentru camera dome 110 mm diametru DS-1280ZJ-DM18,43.99,32.46
UTP101PV-HD12,"Set videobalun Full HD pasiv, cu alimentare, HDTVI/HDCVI/AHD UTP101PV-HD12",43.99,42.0
NAR0400,Cleste 5in1 dezizolare si sertizare,43.99,40.0
DS-1280ZJ-DM18(black),"Cutie de distributie neagra pentru camere de supraveghere, Hikvision DS-1280ZJ-DM18(black)",43.99,36.0
TEL0005Ax100,"Set 100 buc x Mufa RJ45 UTP/ FTP, 8 pini, cu ecranaj metalic TEL0005Ax100",44.99,37.99
TEL0005Ax100,"Set 100 buc x Mufa RJ45 UTP/ FTP, 8 pini, cu ecranaj metalic TEL0005Ax100",44.99,37.99
HDMI-ETHERNET-1.5MHQ,"Cablu HDMI 1.4 19p-19p, cu Ethernet, 1.5m, Blister, HQ, HDMI-ETHERNET-1.5MHQ",44.99,40.0
TAVAF45,"Tava fixa pentru rack de perete SAFER, adancime tava 300mm, TAVAF45",44.99,39.0
100XDCM,"Set 100 mufe DCM cu surub, mufa de alimentare tata",46.99,45.99
100XDCM,"Set 100 mufe DCM cu surub, mufa de alimentare tata",46.99,45.99
KM0330,"Cablu HDMI - lungime 3 metri, Kruger Matz KM0330",46.99,44.0
SAF-1280ZJ-XS,"Doza de conexiuni din aluminiu, Alb, Cu presetupa, Potrivita pentru camere de supraveghere, Safer SAF-1280ZJ-XS",47.99,43.63
URZ3068-1.5B,"Prelungitor 4 posturi, 1.5 metri URZ3068-1.5B",47.99,45.0
DS-1280ZJ-DM21,"Cutie de distributie pentru camere de supraveghere, Hikvision, DS-1280ZJ-DM21",47.99,35.28
PFA130-E,Doza de distributie Dahua PFA130-E,48.99,41.0
CASLED30W,Proiector 30W LED IP65 SLIM,48.99,46.0
CUTIE225X311X130,"Cutie de plastic cu garnitura si presetupe, pentru conectare dispozitive electrice, surse si alimentatori, CUTIE225X311X130",48.99,46.0
RB-1104,Set biti surubelnita si tubulara cheie cu clichet 38 piese,49.99,46.0
CC-PPVGA-10M-B,CABLU video VGA Tata - Tata 10 metri Gembird CC-PPVGA-10M-B,49.99,47.0
BNC-Fx50,Pachet 50x Mufa camera BNC Tata F Mama,49.99,47.99
BNC-Fx50,Pachet 50x Mufa camera BNC Tata F Mama,49.99,47.99
MIE0291,Tester pentru mufe USB,49.99,46.0
DSW-HDMI-34,Switch HDMI 3 IN la 1 OUT cu telecomanda,49.99,47.5
MCTV-571,Cablu coaxial camere supraveghere Rola 50m RG6,49.99,45.0
LZ-1/FDC,Distribuitor alimentare CCTV 8 canale 6AH cu filtrare,49.99,48.0
POS-50-12-C2,"Sursa de alimentare in comutatie, 4.2 A, 12 V, eficienta 85%, POS Power, POS-50-12-C2",49.99,45.0
UTPPOW30M,"Cablu UTP + Alimentare gata mufat 30 metri, UTPPOW30M",49.99,44.0
RB-1101,Set 7 surubelnite cap magnetic Izolate 1000V,49.99,43.0
SDCS/128GB,"Card de memorie SD 128Gb Kingston Clasa 10, SDCS/128GB",50.00,48.99
PFA152-E,"Suport montaj pe stalp DAHUA, PFA152-E",51.99,44.0
YDS5V-6A,"Sursa de alimentare Safer YDS5V-6A, 5V, 6A, 30W, LED",51.99,49.0
BAT0665,"Acumulator Li-Ion NCR18650B, 3400mAh, 3.6V, 6.5A, BAT0665",52.99,50.0
CUTIE225X311X99,Cutie plastic cu presetupe CUTIE225X311X99,52.99,49.0
LR1002,Set transmisie ePOE 400m-1000m over coaxial Dahua LR1002,53.99,44.0
EDL1008J,Trusa 8 piese Electric Set,54.99,48.0
LRS-35-12,"Sursa de alimentare in comutatie, 12V, 3A, Mean Well, LRS-35-12",54.99,51.0
28481,"Patent pentru taiere, cu maner din cauciuc, chrome-vanadiu, 180mm, Proline 28481",54.99,51.0
SAF-1280ZJ-S,"Doza din aluminiu pentru camere de supraveghere Dome sau Bullet, cu presetupa si garnituri, Safer SAF-1280ZJ-S",54.99,45.0
LRS-50-12,"Sursa de alimentare in comutatie, 12V, 4.2A, Mean Well, LRS-50-12",56.99,52.0
DS-1280ZJ-TR13,"Doza de conexiuni rotunda, aluminiu, Hikvision DS-1280ZJ-TR13",56.99,52.96
32-440/2821,"Tablou din ABS cu contrapanou de tip Dulap electric, cu incuietoare, aparent, 280x210x130mm, IP65, 32-440/2821",56.99,55.0
NAR0010,Cleste sertizat mufe retea si telefonie,56.99,53.0
DS-1260ZJ,"Doza de conexiuni HIKVISION, DS-1260ZJ",57.99,42.35
DS-1280ZJ-DM46,"Doza din aluminiu pentru camere de supraveghere, Hikvision DS-1280ZJ-DM46",57.99,42.35
AUSDX128GUICL10A1-RA1,"CARD MicroSD ADATA 128GB Clasa 10 cu adaptor, AUSDX128GUICL10A1-RA1",57.99,56.0
DS-1280ZJ-DM46(Black),"Doza de conexiuni rotunda Hikvision DS-1280ZJ-DM46(Black), din aluminiu, neagra",57.99,42.35
PRP6C1.5M,"Prelungitor cu 6 prize, lungime cablu 1.5 metri, protectie supratensiune si protectie copii, curent maxim 16A, PRP6C1.5M",57.99,55.0
K1x200,"Conector rapid cu gel, set de 200 bucati, K1x200",57.99,52.99
SAF-24-DIN1.5,"Sursa de alimentare 24V/1.5A, montaj pe sina DIN, Safer SAF-24-DIN1.5",58.99,52.0
URZ3069-1.5,"Prelungitor cu 6 prize, 16A, 3500W, lungime 1.5m, protectie la supratensiune, URZ3069-1.5",58.99,56.0
PFA120,"Cutie de distributie pentru camere de supraveghere Speed Dome, Dahua, din aluminiu, PFA120",58.99,49.0
PS-3X5S,Prelungitor 3 X 1.5MM 3 prize 5M intrerupator PS-3X5S,58.99,56.0
SAF-PFA151,"Suport de montaj pentru colt, alb, Safer, SAF-PFA151",58.99,52.91
HT106D,Tester pentru priza cu display digital Habotest HT106D,59.99,54.0
CBMV-BNC,"Cleste pentru sertizat mufe BNC, SMA, F, TNC, UHF, CBMV-BNC",59.99,55.0
KAB0003,"Cablu coaxial camere supraveghere Rola 100m RG6, KAB0003",59.99,52.0
POS-75-24-C2,"Sursa de alimentare in comutatie, 3.2 A, 24 V, eficienta 85%, POS Power, POS-75-24-C2",59.99,54.0
NAR0011,Cleste sertizare BNC,59.99,55.0
PRP6C3M,"Prelungitor cu 6 prize, cu protectie, lungime cablu 3 metri, curent maxim 10A, PRP6C3M",59.99,56.0
GOOBAY-60626,"Cablu HDMI, 4K, 10m, negru, Goobay GOOBAY-60626",59.99,56.0
TEL0072X100,"Conector neecranat Pass Through RJ45, Pachet 100 bucati, CAT 6E, TEL0072",59.99,44.99
MT-SOCKET-UT07B-EU,Tester de priza 230V Uni-t UT07B-EU,59.99,50.0
SAF-CAT5EUN922I-U-100M-CCA,"Cablu de retea UTP, Cat5e, CCA, 100 metri, Safer, SAF-CAT5EUN922I-U-100M-CCA",59.99,47.0
MIE-RB-468,Tester pentru cablu RJ11/ RJ12/ RJ45,59.99,58.0
SAF-60-12-4CH,"Alimentator 12V - 5A cu 4 iesiri, SAF-60-12-4CH",59.99,57.0
MIE-RB-33B,MULTIMETRU UNIVERSAL RB-33B REBEL,59.99,54.0
alim1ax10,Pachet 10 alimentatori 1Ah pentru camere de supraveghere alim1ax10,59.99,57.99
alim1ax10,Pachet 10 alimentatori 1Ah pentru camere de supraveghere alim1ax10,59.99,57.99
BNCM-Dx50,Pachet 50 x Mufa BNC M - UTP cu surub,61.99,59.99
BNCM-Dx50,Pachet 50 x Mufa BNC M - UTP cu surub,61.99,59.99
PS-5X5S,Prelungitor 3 X 1.5MM 5 prize 5M intrerupator PS-5X5S,61.99,58.0
POS-75-12-C2,"Sursa de alimentare in comutatie, 6 A, 12 V, eficienta 85%, POS Power, POS-75-12-C2",62.99,55.0
LRS-50-24,"Sursa de alimentare in comutatie, 24V, 2.2A, 51.8W, Mean Well, LRS-50-24",62.99,57.0
ASU650SS-120GT-R,"Solid State Disk (SSD) - 120 GB ADATA 2.5"", SATA III, ASU650SS-120GT-R",64.99,62.0
HDR-15-12,"Sursa de alimentare Mean Well HDR-15-12, 12V, 1.25A, 15W, montare pe sina DIN",64.99,63.0
TERMO-RACK,"Termostat pentru rack, releu pentru pornire ventilator, Safer TERMO-RACK",64.99,31.0
EV18-A2412,"Convertor de tensiune 14-28VAC la 12VDC, 1.5A, EV18-A2412",64.99,62.0
URZ3069-3B,"Prelungitor 6 posturi, lungime cablu 3 metri 3x1.5 mm",64.99,60.0
MIE-RB-55,Multimetru digital UNIVERSAL RB-55 REBEL,65.99,63.0
SAF-12V3A-IP67,"Alimentator camera supraveghere 12V 3A, Safer SAF-12V3A-IP67",65.99,59.0
SKU-11189,"Fasete de prindere, otel, 4.6 mm x 250 mm, 100 bucati, V-TAC, SKU-11189",65.99,60.0
GPL07122F,"Baterie VRLA AGM, 12V, 7 Ah, pentru UPS-uri, Long life, Njoy, GPL07122F",65.99,63.0
DS-1294ZJ,"Suport de perete pentru camere PTZ, Hikvision, DS-1294ZJ",66.99,49.42
MICROSD128-IMOU,"Card MicroSD, 128GB, Clasa 10, citire 95 Mbps, scriere 38 Mbps, IMOU, MICROSD128-IMOU",66.99,49.0
URZ3068-3B,Prelungitor 4 posturi cu protectie 3 Metri,66.99,58.0
PFM820,Telecomanda OSD UTC Dahua PFM820,66.99,56.0
POS-100-24-C2,"Sursa de alimentare in comutatie, 4.2 A, 24 V, eficienta 85%, POS Power, POS-100-24-C2",67.99,62.0
PRP6C5M,"PRELUNGITOR cu 6 prize, lungime de 5 metri si protectie 10A PRP6C5M",67.99,65.0
DS-1618ZJ,"Suport montaj pe perete pentru camere de supraveghere PTZ Hikvision, DS-1618ZJ",67.99,66.0
100XTEL0071,Set 100 buc conector neecranat Pass Through RJ45 CAT5E,68.99,62.99
100XTEL0071,Set 100 buc conector neecranat Pass Through RJ45 CAT5E,68.99,62.99
LRS-75-12,"Sursa de alimentare in comutatie, 12V, 6A, Mean Well, LRS-75-12",68.99,64.0
SDCG3/128GB,"Card memorie microSD 128GB pentru supraveghere video, Kingston CANVAS GO Plus, 170 Mbps, cu adaptor, U3, V30, SDCG3/128GB",68.99,67.0
PMT-12V50W2BA,"Sursa de alimentare 12V @ 4.2A / 50.4W, Dimensiuni reduse, Pentru sisteme de supraveghere si securitate, Delta PMT-12V50W2BA",69.99,63.0
SAF-DIN60-12UPSZ,"Sursa de alimentare 12V 5A, cu backup, montaj in sina DIN SAF-DIN60-12UPSZ",69.99,59.0
KOM0982,Convertor HDMI mama RCA CVBS + Audio KOM0982,69.99,67.0
POS-100-12-C2,"Sursa de alimentare in comutatie, 8.4 A, 12 V, eficienta 85%, POS Power, POS-100-12-C2",69.99,62.0
DSP-2PH4-03,"Splitter video 2 HDMI, DSP-2PH4-03",69.99,66.0
PFA121,"Cutie de distributie pentru camere supraveghere, IP66, Waterproof DAHUA PFA121",71.99,61.0
SPRT-PHONE-122,"Trusa de reparatii pentru smartphone, 122 de piese, SPACER SPRT-PHONE-122",71.99,68.0
SAF-12V2A-DIN,"Sursa de alimentare 12V/2A, montaj pe sina DIN, Safer SAF-12V2A-DIN",71.99,67.0
LEDMO10W,Proiector cu senzor de miscare 10W LED IP65 SLIM,71.99,67.0
PFA122,"Doza conexiuni, rezistenta la apa, DAHUA PFA122",71.99,61.0
UT123T,"Aparat de masurare curent si temperatura portabil de tip multimetru, 600V, 40°C, NCV, Buzzer, UNI-T UT123T",72.99,68.0
WTY0474-2x50,Pachet 50 x Mufa BNC Tata sertizabila RG59,73.99,52.99
WTY0474-2x50,Pachet 50 x Mufa BNC Tata sertizabila RG59,73.99,52.99
UT131D,Multimetru digital ecran LCD UNI-T UT131D,73.99,70.0
URZ3068-5B,"Prelungitor 4 posturi, 5 metri, URZ3068-5B",74.99,70.0
LRS-100-12,"Sursa de alimentare in comutatie, 12V, 8.5A, Mean Well, LRS-100-12",74.99,70.0
VGA-AV,Convertor video de la VGA la AV,74.99,70.0
LRS-75-24,"Sursa alimentare, 24V, 3.2 Ah (76.8W) tensiune reglabila 21.6 ~ 28.8V, Mean Well LRS-75-24",75.99,72.0
HS-TF-M1STD-64G,"Card microSD XC, Hikvision 64GB, Clasa 10, V30 HS-TF-M1STD-64G",75.99,72.0
ASY-S-600F,"Raft fix pentru rack de podea, adancime raft 275 mm, Asytech, ASY-S-600F",75.99,69.0
DR12024-01B,"Sursa de alimentare 12V/2A, cu backup, montare pe sina DIN DR12024-01B",75.99,68.0
DS-1272ZJ-120,"Suport montaj pe perete pentru camere de supraveghere Dome Hikvision, DS-1272ZJ-120",76.99,56.49
BR-BT61-03002,Proiector LED 30W 3000K 2400LM IP65 BR-BT61-03002,76.99,72.0
SKU-11191,"Fasete de prindere, otel, 4.6 mm x 350 mm, 100 bucati, V-TAC, SKU-11191",77.99,74.0
GPL09122F,"Baterie Long Life, 12V, GPL09122F, Pentru UPS, Njoy",77.99,76.0
PFB300S,"Suport camera montaj perete, PFB300S",78.99,66.0
POS-150-24-C2,"Sursa de alimentare in comutatie, 6.25 A, 24 V, eficienta 86%, POS Power, POS-150-24-C2",78.99,68.0
alim2ax10,Pachet 10 alimentatori 2A pentru camere de supraveghere alim2ax10,79.99,77.99
SAF-CAT6UN922I-C-100M-CCA,"Cablu de retea UTP, Cat6, CCA, 100 metri, Safer, SAF-CAT6UN922I-C-100M-CCA",79.99,69.0
MIE-RB-0015,Telemetru Rebel MIE-RB-0015,79.99,73.5
MIE0326,MULTIMETRU DIGITAL UNI-T UT33B+,79.99,72.45
LPV-60-12,Sursa de alimentare de exterior IP 67 - 12V - 5Ah Mean Well LPV-60-12,79.99,74.0
DR12024-01C,"Sursa de alimentare 12Vcc/2A, montaj pe sina DIN DR12024-01C",79.99,75.0
EK-22X33X17,Cutie ABS cu incuietoare si contrapanou metalic 22X33X17 cm,79.99,68.25
CASLED50W,"Proiector 50W LED IP65 SLIM, lumina rece, negru , 4250 lumeni",79.99,77.0
RB-1109,SET SURUBELNITE 18 BUC CU STAND REBEL,79.99,69.0
HDR-30-24,"Sursa de alimentare ultra slim, 24V, 1.5A, montaj pe sina DIN, Mean Well HDR-30-24",80.99,76.0
HR09122F,Acumulator 12V Njoy HR09122F pentru UPS-uri profesionale,82.99,80.0
KOM0993,"Adaptor USB 3.0 TATA la HDMI MAMA, KOM0993",84.99,80.0
SAF-24-DIN2.5-UPS,"Sursa de alimentare cu functie de UPS, montaj pe sina DIN, 24V 2.5A, Safer SAF-24-DIN2.5-UPS",84.99,80.0
POS-150-12-C2,"Sursa de alimentare in comutatie, 12.5 A, 12 V, eficienta 86%, POS Power, POS-150-12-C2",84.99,76.0
MYYUP2X0.5,"Cablu alimentare camere plat 2x0.5 mm, MYYUP2X0.5",84.99,80.0
PDU 8P,"Priza rackabila 8 posturi SCHUKO cu intrerupator 1U, PDU 8P",84.99,72.0
TF-C100/256GB,Card de memorie pentru stocare video Micro SD 256GB Clasa 10 Dahua TF-C100/256GB,85.99,82.0
AC-12DC3A-P,Sursa de alimentare cu backup liniara 12V 3Ah configurabila NO/NC AC-12DC3A-P,85.99,79.0
DS-1280ZJ-S,"Doza din aluminiu pentru camera dome/bullet, Hikvision DS-1280ZJ-S",86.99,63.56
LEDMO20W,Proiector cu senzor de miscare 20W LED IP65 SLIM LEDMO20W,86.99,81.0
DS-1273ZJ-140,Suport montaj camere supraveghere Dome Hikvision DS-1273ZJ-140,86.99,64.0
HAP120,"Microfon CCTV Dahua HAP120, Omnidirectional 10-70m, tip condensator",87.99,85.0
SAF-12-DIN5-P,"Sursa de alimentare 12V/5A, montaj pe sina DIN, Safer SAF-12-DIN5-P",87.99,78.0
ZTP1203B,Sursa alimentare cu Back-up 12V-3A ZTP1203B,87.99,79.0
LRS-100-24,"Sursa de alimentare, 24V, 4.5A, 108W, eficienta 90%, Mean Well, LRS-100-24",88.99,84.0
PFS3008-8GT-L-V2,"Switch cu 8 porturi Gigabit 10/100/1000 Mbps, Fara management, simplu de instalat, robust, Dahua PFS3008-8GT-L-V2",88.99,76.0
MICROSD256-IMOU,"Card de memorie microSD iMOU S1, 256 GB, U3, V30 38/95 MB/s, 3D TLC, potrivit pentru supraveghere video, MICROSD256-IMOU",88.99,85.0
TAVAF60-FLOOR,"Tava fixa pentru rack de podea, adancime tava 350mm, TAVAF60-FLOOR",89.99,41.0
CP-5001,"Cutie ABS cu incuietoare si contrapanou metalic, 21x28x13cm, USA GRI, IP65 CP-5001",89.99,85.0
R77335,"Panou de montaj cu sina DIN pentru rack 19 inch, R77335",89.99,83.0
HARDWIRE-KIT-MINI3,"Kit adaptor pentru alimentarea camerei de bord MINI 3, DDPAI HARDWIRE-KIT-MINI3",89.99,81.0
HARDWIRE-KIT-MINI3,"Kit adaptor pentru alimentarea camerei de bord MINI 3, DDPAI HARDWIRE-KIT-MINI3",89.99,81.0
TAVAF80-FLOOR,"Tava fixa pentru rack de podea, adancime tava 550mm, TAVAF80-FLOOR",89.99,74.0
RN 02,Releu de noapte pentru instalatii de iluminat Electra RN 02,89.99,86.0
PMT-12V100W2BA,"Sursa de alimentare 12V - 100W, 8.5Ah, 2 iesiri Delta Electronics, PMT-12V100W2BA",89.99,88.0
CCOM,Cleste pentru mufe BNC Compresie,89.99,87.0
TL-WA855RE,"Wireless Range Extender Wi-Fi TP-LINK, TL-WA855RE",90.99,90.0
UT353,Aparat digital de masurare intensitate sunet (Decibelmetru) Uni-t UT353,93.99,94.0
HS-TF-C1STD-128G,"Micro SD XC 128GB clasa de viteza V30, 92Mb/s - Hikvision HS-TF-C1STD-128G",93.99,87.0
SHELF-800,"Polita fixa cu adancime de 500 mm, SHELF-800",94.99,86.0
COPEXG16MM,"Copex Gewiss 16mm Negru, fara fir de tragere, ignifugat, rola 100m",94.99,92.0
LRS-150-12,"Sursa de alimentare in comutatie, 12V, 12.5A, Mean Well, LRS-150-12",94.99,87.0
SHELF-500,"Polita fixa cu adancime 487 mm, SHELF-500",94.99,89.0
UT120B,Multimetru digital Uni-t UT120B,94.99,92.0
CON300-CRIM-EZ,"Cleste pentru sertizat mufe de retea RJ45 si telefon, compatibil Pass-Trough, CON300-CRIM-EZ",94.99,89.25
12V/25A/B,"Sursa de alimentare SMPS 12V - 25 Ah (300W) cu 3 iesiri, 12V/25A/B",95.99,84.0
SPT-HOUSE-39,Trusa de scule 39 de piese,95.99,91.0
SDCS2/256GB,Card de memorie SD 256Gb Kingston Clasa 10 SDCS2/256GB,95.99,94.0
KPO3710-15,"Cablu VGA pentru monitor, tata-tata, 15m, SVGA KPO3710-15",96.99,93.0
SAF-12-DIN5-UPS,"Sursa de alimentare 12V/5A, montaj pe sina DIN, Safer SAF-12-DIN5-UPS",97.99,88.0
SAF-FTPCCA-CAT5E+POWER-100M,"Cablu de retea FTP Cat5E cu alimentare 2x0.75mm, CCA, 100 metri, Safer, SAF-FTPCCA-CAT5E+POWER-100M",98.99,89.0
100XRJ45HOLE,Set 100 buc conector ecranat Pass Through RJ45 CAT5E,98.99,84.99
100XRJ45HOLE,Set 100 buc conector ecranat Pass Through RJ45 CAT5E,98.99,84.99
UT681HDMI,Tester pentru cablu HDMI UNI-T UT681HDMI,98.99,96.0
PMT-12V150W2BA,"Sursa de alimentare, 12V, 12.5A / 150W, pentru sisteme de supraveghere, Delta Electronics PMT-12V150W2BA",98.99,94.0
32-400/25,"Cutie metalica pentru exterior cu incuietoare si garnitura, 250x200x150mm, IP56, accesorii incluse, Freder, 32-400/25",99.99,95.0
GVS122,SPLITTER video VGA -1 X IN - 2 X OUT,99.99,95.0
UT123D,Multimetru digital cu auto-indentificare UNI-T UT123D,99.99,95.99
CSCSA,"Cleste pentru sertizat conectori MC4, CSCSA",108.99,95.92
CP-5002D,Cutie ABS cu incuietoare si contrapanou metalic 25x35x15 USA Mata IP65,99.99,90.0
LEDMO30W,Proiector cu senzor de miscare 30W LED IP65 SLIM,99.99,95.0
LRS-150-24,"Sursa de alimentare in comutatie, 24V, 6.5A, 156W, Mean Well, LRS-150-24",99.99,95.0
HS-T03K,"Truse de instrumente retea, HS-T03K",99.99,85.0
MIE-RB-202,"Clampmetru digital 200mV-600V Rebel, MIE-RB-202",99.99,95.0
MIE-RB-0003,Detector Metal / Lemn / Tensiune 3 in 1 Rebel,102.99,96.0
ZLA0431,SWITCH HDMI 4 INTRARI 1 IESIRE,103.99,99.0
HDR-60-12,"Sursa de alimentare ultra slim, 12V, 4.5A, montaj pe sina DIN, HDR-60-12",103.99,101.0
POS-200-24-C2,"Sursa de alimentare in comutatie, 8.3 A, 24 V, eficienta 87%, POS Power, POS-200-24-C2",104.99,92.0
HDR-60-24,"Sursa de alimentare ultra slim, 24V, 2.5A, montaj pe sina DIN, HDR-60-24",104.99,102.0
UT333,Aparat digital de masurare temperatura si umiditate Uni-t UT333,104.99,95.0
Gosund P1,Prelungitor SMART 3 prize si 3 USB 16Ah compatibil Tuya Gosund P1,104.99,99.0
SDCG3/256GB,"Card memorie microSD 256GB pentru supraveghere video, Kingston CANVAS GO Plus, U3, V30, 170 Mbps, cu adaptor, SDCG3/256GB",104.99,100.0
DS-1605ZJ,"Suport montaj pe perete pentru camere de supraveghere PTZ Hikvision, DS-1605ZJ",105.99,77.64
MYYUP2X0.75,"Cablu alimentare camere plat 2x0.75, MYYUP2X0.75",105.99,102.0
DX15116R,"Tub Copex Riflat 16 mm, Cu fir de tragere, Rola 100m, Flexibil, Pliabil, Negru, gama FK15, PVC, Gewiss DX15116R",105.99,100.0
COPEXG20MM,"Copex Gewiss 20mm Negru, fara fir de tragere, ignifugat, rola 100m",106.99,104.0
Doza100x20,20 X Doza aplicata de exterior 100x100 mm IP54,108.99,104.99
GEWISS16,"Tub riflat cu sarma tip Copex Gewiss 16mm, rola 100 de metri",109.99,104.0
HT122,"Tester de tensiune, LED, functii smart, detectare secvente trifazate, True RMS, HT122",109.99,89.0
POS-200-12-C2,"Sursa de alimentare in comutatie, 16.7 A, 12 V, eficienta 85%, POS Power, POS-200-12-C2",109.99,96.0
BR-BT61-23032,"Proiector LED cu sticla securizata 30W 2400LM 6500K IP44, Senzor de micare PIR, BR-BT61-23032",109.99,100.0
48V/3A/5.5,"Alimentator pentru NVR-uri PoE, 48V, 3A, 144W, 48V/3A/5.5",109.99,105.0
TW100SCCA,"Cablu coaxial RG6 Cupru + 2X 0,75 alimentare CCA, 100M Safer, TW100SCCA",109.99,89.0
MDR-60-24,"Sursa de alimentare industriala 60W, 24V, 2.5 A, Meanwell MDR-60-24",110.99,106.0
AUSDX256GUICL10A1-RA1,CARD MicroSD ADATA 256GB Clasa 10 AUSDX256GUICL10A1-RA1,112.99,111.0
ZTP1205B,"Sursa alimentare cu Back-up 12V-5A, ZTP1205B",114.99,109.0
SWAFSHELF-350,"Raft fix cu adancime de 350 mm, SWAFSHELF-350",114.99,106.0
ASU650SS-240GTR,"Solid State Disk (SSD) - 240 GB ADATA 2.5"", SATA III, ASU650SS-240GTR",115.99,110.0
DS-2FP2020,"Microfon pentru DVR Hikvision DS-2FP2020, analogic Hi-Fi DS-2FP2020",115.99,87.89
SCP-50-24,"Sursa comutatie 24V 1,6AH, 50W, cu incarcare baterie MEAN WELL SCP-50-24",115.99,109.0
YPS-12-4-3,Sursa de alimentare CCTV 4 iesiri cu Backup 3A,116.99,110.0
BR-BT61-05002,Proiector LED cu sticla securizata 50W 3000K 4000LM IP65,116.99,110.0
Alim1Ax20,Pachet 20 x Alimentator camera supraveghere 12V 1A in comutatie,118.99,115.99
ASU650SS-256GT-R,"Solid State Disk (SSD) - 256 GB ADATA 2.5"", SATA III, ASU650SS-256GT-R",118.99,116.0
10XSAF-KITBALUN4K,Pachet 10 bucati X Set videobalun 4K 8MP/5MP AHD/CVI/TVI,118.99,99.99
10XSAF-KITBALUN4K,Pachet 10 bucati X Set videobalun 4K 8MP/5MP AHD/CVI/TVI,118.99,99.99
POC-H201,Videobalun cu alimentare prin coaxial PoC POC-H201,119.99,117.0
G-FPC6004L100,Cablu FTP CAT6 CCA (Fir Litat) - Tambur 100 Metri G-FPC6004L100,119.99,109.0
DH-PFM930-59N-100,"Cablu coaxial, cupru, cutie cu 100 metri, Dahua DH-PFM930-59N-100",119.99,112.0
32-440/4021,"Cutie / Tablou din Plastic ABS, 40x30x21cm, pentru instalare in exterior IP65, 32-440/4021",119.99,113.0
UT377A,Aparat de masura umiditate in lemn UNI-T UT377A,119.99,110.0
CP-5003,"Cutie ABS cu incuietoare si contrapanou metalic 30X40X16,5 USA Mata IP65",124.99,115.0
TAVAM-SLIDE300,Tava mobila pentru rack cu adancime de 600 TAVAM-SLIDE300,124.99,119.0
SCP-50-12,"Sursa de alimentare in comutatie, 3.6A, 12V, Back-up, Mean Well, SCP-50-12",124.99,108.0
LEDMO50W,Proiector cu senzor de miscare 50W LED IP65 SLIM,126.99,122.0
FS-UK1015,"Cablu cupru 3 x 1,5, 10M, cu stecher si cupla, FS-UK1015",129.99,100.0
GEWISS20,"Tub copex Gewiss flexibil de culoare neagra cu sonda, diametru 20mm, rola 100 de metri",129.99,125.0
DS-1272ZJ-110B,"Suport montaj pe perete cu doza pentru camera dome, Hikvision, DS-1272ZJ-110B",129.99,95.31
HT200B,Clampmetru digital 200mV-600V Habotest HT200B,129.99,114.0
HT112A,Aparat de masura digital cu autoidentificare True RMS Habotest HT112A,129.99,110.0
NAR0872,"Cleste de sertizare mufe RJ45 CAT7 / CAT6 / CAT5, NAR0872",129.99,117.0
HT-S144H,Cleste fibra optica pentru dezizolat fibre de 900µm şi 250µm HT-S144H,129.99,109.0
HS-T02EK,"Trusa de sertizare EZ, 54 piese, HS-T02EK",129.99,115.0
HSER0240GS,"Patch Panel rackabil 19"", 24 porturi, alb, Schrack, HSER0240GS",129.99,125.0
ARB1606,Extensie de alarma pentru DVR-urile DAHUA ARB1606,129.99,111.0
ARB1606,Extensie de alarma pentru DVR-urile DAHUA ARB1606,129.99,111.0
FPC-6004-SOL/100,"Cablu de retea FTP CAT 6, CCA, Rola 100m, Ecranat, Gembird FPC-6004-SOL/100",134.99,124.0
DR24060-02B,"Sursa de alimentare neintreruptibila 24V-2,5Ah cu montare pe sina DIN, DR24060-02B",135.99,120.0
MYYM2X0.75,"Cablu de alimentare flexibil Myym 2 x 0,75mm, rola 100 metri MYYM2X0.75",135.99,132.0
CU-MYYUP2X0.75,Cablu alimentare camere plat cu miez de cupru 2x0.75 100m CU-MYYUP2X0.75,136.99,132.0
MYYUP2X1,"Cablu alimentare camere plat 2x1 myy-up, MYYUP2X1",137.99,130.0
DS-1272ZJ-120B,"Suport montaj pe perete pentru camere de supraveghere Dome Hikvision, DS-1272ZJ-120B",138.99,118.0
HS-TC3K,"Cleste sertizare mufe bnc cu striper cablu si 20 conectori F, HS-TC3K",139.99,129.0
SA400S37/240G,"SSD KINGSTON A400, 240GB, SATA3, 2.5"", SA400S37/240G",139.99,138.0
HS-T30JK,"Trusa Sertizare, cu cleste si 710 conectori, HS-T30JK",139.99,129.0
SAF-UTPCCA-CAT5E-305M,"Cablu de retea UTP Cat5e, CCA, 305 metri, Safer, SAF-UTPCCA-CAT5E-305M",139.99,117.0
ASY-S-1000F,"Raft fix, pentru rack de podea, metalic, adancime 650 mm, negru, Asytech, ASY-S-1000F",139.99,135.0
NAR0163,"Trusa instrumente de retea 10 piese, NAR0163",139.99,135.0
SLIDINGS2-80,"Raft mobil pentru rack 600x800 (S2), SLIDINGS2-80",139.99,135.0
CAS-250X250X150,Cutie metalica IP65 250X250X150 cu contrapanou,139.99,135.0
