Product,Original Price,Discounted Price
"Camera IP 4MP 2K cu alarma optica si acustica, Acusense DarkFighter, 2.8-12mm, IR 60m, Hikvsion DS-2CD2646G2-IZSU/SL(2.8-12mm)C",1458.99,983.77
"Camera Speed Dome IP, 4MP, Lentila Varifocala 4.8-120, Starlight, IR 100m, Zoom optic 25x, MicroSD, PoE+, Safer SAF-IPCSD4MP100LH-25X",1459.99,1300.0
"NVR 4 canale, Hanwha ARN-410S, 4K - 8MP, 1x port SATA, PoE, 40 Mbps, Audio, ONVIF",1467.99,1203.89
"Camera supraveghere exterior IP Hikvision DS-2CD2087G2H-LIU(EF), ColorVu, Smart Hybrid Light, 8MP, 2.8mm, Microfon, PoE, IP67, slot microSD",1468.99,906.25
"Camera de supraveghere IP, WizSense, 8MP, lentila varifocala 2.7-13.5mm, IR 60m, microfon incorporat, PoE, IP67, Dahua IPC-HFW3841T-ZAS-27135-S2",1469.99,1145.0
"Camera de supraveghere IP pentru interior cu lentila varifocala 2.8-12mm, AcuSense, IR40m, IK10, Hikvision DS-2CD2783G2-IZS",1481.99,948.55
"Camera supraveghere IP Hikvision, 8 MP, IR 60m, lentila 2,8 - 12 mm, AcuSense, DS-2CD2683G2-IZS",1481.99,948.55
"Camera IP AcuSense, DarkFighter, 6MP, IR 60m, lentila varifocala 2.8-12mm, Detectare miscare, IP66, IK10, PoE, Hikvision DS-2CD2666G2-IZS(2.8-12mm)(C)",1481.99,1013.4
"NVR 16 canale 1U, WizSense, pana la 32MP, 384Mbps latime de banda, 2x SATA, ANPR, Dahua NVR5216-EI",1517.99,1181.0
"Camera IP WizSense, EPTZ, 8MP, Lentila duala, Iluminare Duala, Alarma, Slot microSD, PoE, IP67, Dahua IPC-PFW3849S-A180-E2-AS-PV",1523.99,1143.0
"Camera IP Dahua TIOC, EPTZ, WizSense, Lentila Duala, 4K, Iluminare Duala, Alarma acustica si vizuala, PoE, IPC-PDW3849-A180-E2-AS",1523.99,1143.0
"Camera Speed Dome IP Hikvision AcuSense DarkFighter, 2MP Full HD, IR 100m, Zoom optic 15x, Digital 16x, DS-2DE4215IW-DE(T5)",1543.99,1172.92
"Tastatura cu joystick 3D, Dahua, NKB1000",1568.99,1140.0
"Speed Dome IP Hikvision Hiwatch HWP-N5225IH-AE Full HD, zoom optic 25x, IR 150m, IP66, Patrulare automata, Autofocus",1599.99,1575.0
"Camera de supraveghere IP, Full Color, WizMind, 4MP - 2K, LED 70m, Lentila varifocala, PoE, Bidirectionala, MicroSD, Dahua IPC-HFW5449T1-ZE-LED-2712",Disponibil.comanda,2421.0
"Camera de supraveghere IP dome, 4 MP, IR 50 m, 2.8 mm, WizMind, PoE, microfon, Dahua, IPC-HDW5442TM-ASE-0280B",Disponibil.comanda,879.0
"Camera de supraveghere IP, WizMind, Starlight, 2K - 4MP, 2.8 mm, IR 50m, MicroSD, PoE, IP67, Dahua IPC-HDBW5442R-ASE-0280B",Disponibil.comanda,879.0
"NVR 16 canale, 8MP 4K, AcuSense, Recunoastere Faciala, 256 Mbps, Hikvision, DS-7616NXI-I2/S(C)",1615.99,1227.52
"NVR 32 canale 1U, WizSense, pana la 32MP 8K, latime de banda 384Mbps, 2x SATA, Dahua NVR5232-EI",1626.99,1265.0
"NVR 16 canale PoE, pana la 12MP, 1U, latime de banda 160Mbps, Functii AI, 2 porturi SATA, Dahua NVR4216-16P-4KS3",1649.99,1332.0
"NVR 16 canale AcuSense, 12MP, 160 Mbps, 4x SATA, Functii AI, Hikvision DS-7716NXI-K4",1669.99,1269.11
"NVR 16 canale 8 MP, 160 MBps, 4 x HDD, Hikvision DS-7716NI-K4",1671.99,1062.0
"Camera IP WizMind cu 2 lentile AI de 4MP, 2.8mm, Iluminare duala 50m, Detectie faciala, Microfon si difuzor, ePoE, IPC-HDW5449H-ASE-D2",Disponibil.comanda,1642.0
"Gateway de securitate PRO, gigabit, 2 RJ45, 2x SFP, Ubiquiti, USG-PRO-4",1699.99,1650.0
"Camera de supraveghere IP, WizMind, Starlight, 2MP, 7–35 mm, IR100, MicroSD, PoE, Dahua IPC-HDBW5241E-Z5E-0735-DC12AC24V",Disponibil.comanda,1480.0
"Camera IP 8MP 4K Panoramica 180°, 2x 4mm, alarma acustica si luminoasa, Acusense, microfon, ColorVu 30m, Hikvision, DS-2CD2387G2P-LSU-SL-4mm(C)",1699.99,1163.71
"Camera IP, Speed Dome, 2MP, zoom 12x, IK10, lentila 5.3-64 mm, Dahua SD42212T-HN",1758.99,1320.0
"Camera IP cu lentila varfocala 2.8-12mm, 4MP, LED ColorVu 60m, Hikvision DS-2CD2647G2T-LZS",1760.99,1166.85
"Camera IP 4MP ColorVU, LED 40m, lentila varifocala motorizata 2.8-12mm, Hikvision DS-2CD2747G2T-LZS",1760.99,1166.85
"Camera IP, WizSense, 5MP, Lentila varifocala 2.7-13.5mm, Iluminare Duala, Alarma, Slot microSD, PoE, IP67, Dahua IPC-HFW3549T1-ZAS-PV-27135",1762.99,1322.0
"Camera IP, WizSense, Iluminare Duala, Alarma acustica si vizuala, 5MP, Varifocala, MicroSD, PoE, IP67, Dahua IPC-HDW3549H-ZAS-PV-27135",1762.99,1322.0
"Camera IP Dahua WizSense, 5MP, lentila varifocala 2.7-13.5mm, Iluminare Duala LED 40m si IR 50m, Alarma sonora si optica, IPC-HDBW3549R1-ZAS-PV-27135",1762.99,1322.0
"NVR 16 canale PoE, AcuSense, 4K, Latime de banda 160Mbps, 2x SATA, 1U, Hikvision DS-7616NXI-K2/16P",1792.99,1226.28
"NVR 8 canale, Hanwha ARN-810S, 4K - 8MP, 1x port SATA, PoE, 60 Mbps, Audio, ONVIF",1803.99,1479.07
"NVR 16 canale Dahua NVR4216-16P-EI, 16MP, WizSense, 256 Mbps, Recunoastere Faciala, Protectie Perimetru, 2x porturi SATA",1809.99,1462.0
"Camera de supraveghere IP, WizMind, 2MP, lentila varifocala 2.7-13.5mm, Smart IR 60m, microSD, PoE, IK10, Dahua IPC-HFW5241E-ZE-27135",Disponibil.comanda,1012.0
"Camera IP 8MP 4K, zoom motorizat 2.8-12mm, IR 60m, doza conexiuni, AcuSense DarkFighter, Hikvision DS-2CD2686G2-IZS(C)",1812.99,1239.54
"NVR 8 canale, 12MP, AcuSense, 8x PoE 120 W, 2x SATA, Audio, Detectie faciala, Protectie perimetru, Hikvision DS-7608NXI-I2/8P/S(C)",1861.99,1414.49
"Camera de supraveghere IP, Starlight, WizMind, 4MP - 2K, IR 50m, 2.8 mm, PoE, MicroSD, SMD, Dahua IPC-HFW5442E-SE-0280B",1876.99,1786.0
"NVR 8 canale 12 MP 5K, 2 HDD, 265Mbps 8PoE, Hikvision DS-7608NI-I2/8P",1877.99,1426.97
"Camera IP Duala WizMind, People Counting, 3MP, 2.8mm, IR 20m, PoE, Microfon si difuzor, IP67 si IK10, IPCOUNT-3D-EXT-0280",1899.99,1523.0
"Camera de interior IP, WizSense, 8MP, 2.7mm-13.5mm, IR si LED, Active Deterrence, Alarma acustica si stroboscopica, PoE, IP67, Dahua IPC-HDBW3849R1-ZAS-PV",1903.99,1428.0
"Camera PTZ IP WizSense, 2MP, Starlight, zoom optic 25x, 4.8-120mm, IR 100m, microSD, PoE, IP66, Dahua SD49225GB-HNR",1908.99,1485.0
"NVR 32 canale AcuSense, 12MP, 256 Mbps, 4x SATA, Functii AI, Hikvision DS-7732NXI-K4",1911.99,1452.89
"Camera IP Speed Dome DarkFighter, 4 MP, Ultra Low Light, Zoom optic 15X, IR 100 metri HIKVISION DS-2DE4415IW-DET5",1921.99,1467.38
"Camera PTZ IP, 2MP, Lentila motorizata, Zoom optic 25x, IR 100m, MicroSD, PoE, Alarma, DarkFighter Hikvision DS-2DE4225IW-DE(T5)",1930.99,1467.38
"Camera IP de exterior cu lentila duala, Full Color 2.0, Recunoastere faciala si functii AI avansate, 4MP, IR si LED 50m, 3.6mm, Dahua IPC-HFW5449T1-ASE-D2",1972.99,1734.0
"Camera de supraveghere IP interior 5MP, microfon, IR 40 m, lentila varifocala, PoE, Dahua, IPC-HDW5541T-ZE-27135",Disponibil.comanda,1180.0
"Camera IP Dahua WizSense, 8MP, lentila varifocala 2.7-13.5mm, Iluminare duala LED 40m si IR 50m, Alarma audio si stroboscopica, IPC-HFW3849T1-ZAS-PV-27135",1992.99,1494.0
"Camera de supraveghere panoramica, IP, 8 Megapixeli, 4K, ColorVU, LED alb 40 Metri DS-2CD2T87G2P-LSU/SL(4mm)(C)",2015.99,1378.32
"Camera de supraveghere interior IP, WizSense, 8MP, 2.7-13.5mm, Iluminare duala, Active Deterrence, Microfon, Difuzor, PoE, IP67, Dahua IPC-HDBW3849R1-ZAS-PV-27135",2068.99,1552.0
"Camera IP Dahua, 4K, Varifocala, WizSense, Alarma acustica si vizuala (Rosu si albastru), Iluminare duala 50m, IPC-HDW3849H-ZAS-PV-27135",2077.99,1559.0
"Camera Speed Dome IP, WizSense, Starlight, 4MP, IR 100m, lentila varifocala 5mm-125mm, 25x zoom optic, PoE, IP66, Dahua SD49425GB-HNR",2084.99,1622.0
"Speed Dome IP WizSense, PTZ Starlight, Auto Tracking, Full HD, 25X, IR 150m, PoE+, MicroSD, IP67 si IK10, Dahua SD5A225GB-HNR",2120.99,2098.0
"Camera speed dome, 4 Megapixeli, IP, DARKFIGHTER 25X zoom optic, 100M distanta IR, Deep learning AI, DS-2DE4425IW-DE(T5)",2125.99,1615.12
Speed Dome IP 2MP 25X IR100m Starlight AI Dahua Wizsense SD49225XA-HNR,2143.99,1479.0
"NVR 32 canale, Hikvision DS-7632NXI-K2/16P, AcuSense, 4K, 1U, Latime de banda 256 Mbps, 16x porturi PoE, 2x porturi SATA",2185.99,1495.0
"Camera IP, 5MP 2K, Starlight, IR 60m, Lentila varifocala motorizata, Zoom, ePoE, WizMind, Dahua IPC-HFW5541E-ZE-27135",Disponibil.comanda,2189.0
"Camera portabila pentru detectarea febrei, wireless cu baterii 6000 mAh IPB503A-2TWO2",2199.99,1899.0
"Camera IP Dahua, exterior, 4 MP, IR 50 m, motozoom 2.7 - 12 mm, IPC-HFW5442E-ZE-2712",Disponibil.comanda,1350.0
Nvr 16 canale 8Mpx - 4HDD in Raid H265+ 160 Mbps Onvif Milesight,2299.99,2099.0
"Camera de supraveghere IP, Starlight, Full Color, 4MP - 2K, 3.6 mm, AI, MicroSD, PoE, Dahua IPC-HDBW5449R-ASE-NI-0360B",2301.99,1095.0
"Speed Dome, DarkFighter, 4MP - 2K, lentila varifocala 4.8 - 120 mm, IR 150 metri, AcuSense, PoE, MicroSD, Hikvision DS-2DE5425IW-AE(T5)",2317.99,1760.79
"Camera IP TandemVu, AcuSense DarkFighter, 4MP, Varifocala, IR 100m/LED 30m, PoE+, Hikvision DS-2SE4C425MWG-E14F0",2323.99,2039.0
"NVR 16 canale, 16xPoE, AcuSense, 12MP, bandwidth 256 Mbps, 2x SATA, Recunoastere faciala, Hikvision DS-7616NXI-I2/16P/S(C)",2431.99,1847.56
"Camera IP TandemVu, AcuSense DarkFighter, 4MP, Varifocala, Zoom optic x15 / Zoom digital x16, IR 100m/LED 30m, PoE+, Hikvision DS-2SE4C415MWG-E14F0",2443.99,1857.0
"NVR WizSense, 16 canale, 32MP 8K, 384 Mbps, 2x SATA,16x PoE sau ePoE, Recunoastere faciala, ANPR, Dahua NVR5216-16P-EI",Disponibil.comanda,1912.0
"Camera de supraveghere IP, Full Color, WizMind, 4MP - 2K, LED 30m, 2.8 mm, PoE, Microfon, Dahua IPC-HDBW5449R-ASE-LED-0280",Disponibil.comanda,1091.0
"Camera de supraveghere IP, Full Color, WizMind, 4MP - 2K, LED 60m, 3.6 mm, PoE, Microfon, MicroSD, Dahua IPC-HFW5449T-ASE-LED-0360B",Disponibil.comanda,1115.0
"NVR 16 canale Hikvision, 12MP, 160 Mbps, 16x PoE, 2xSATA, DS-7616NI-I2/16P",2507.99,1905.69
"NVR 16 canale, Hanwha ARN-1610S, 4K - 8MP, 2x port SATA, PoE, 80 Mbps, Audio, ONVIF",2516.99,2063.82
"NVR 16 canale 8 MP, 4 x HDD,16 PoE, Hikvision DS-7716NI-K4/16P",2532.99,1936.0
"NVR 16 canale AcuSense, 12MP, 160 Mbps, 4x SATA, 16x PoE, Functii AI, Hikvision DS-7716NXI-K4/16P",2536.99,1947.0
"Speed Dome X-Spans Dual 4MP+4MP, TiOC, PTZ, WizSense, IR 100m, Smart dual light +, Auto tracking, Dahua SDT4E425-4F-GB-A-PV1",2579.99,2136.0
"NVR 16 canale, pana la 32 MP 8K, 160Mbps, 4xSATA, Hikvision DS-7716NI-I4(B)",2633.99,2001.24
"Camera ANPR, 4MP, 8-32mm, Motorizata, IR 20m, LED alb, rosu albastru, 4 GB RAM, Microfon si Difuzor, Alarma, PoE, Dahua ITC413-PW4D-IZ3",2682.99,2554.0
"Acumulator Litiu 10.8V / 30Ah, IP68, Hikvision DS-2FSCH30",2760.99,2098.0
"Camera IP Termoviziune Bullet, 2K 4MP, Lentila termica de 9.7mm si normala de 8mm, Iluminare IR+LED alb 40m, Hikvision DS-2TD2617-10/QA",2798.99,1988.0
"Camera IP cu termoviziune, lentila termica de 7mm si normala de 8mm, Detectare foc si temperatura, XS-IPTB202A-7D4W-AI",2799.99,2310.0
"Camera Speed Dome IP 4MP 2K, DarkFighter Hikvision DS-2DE5425IW-AE(S6), Zoom Optic 25X, IR 150M, 24V, Poe DS-2DE7A425IW-AEB5",2803.99,2130.59
"NVR 32 canale, 12 MP, 160 Mbps bandwidth, compresie video H.265+, AcuSense, Hikvision, DS-7732NXI-I4S(C)",2838.99,2156.0
"NVR Hikvision AcuSense, 32 canale, 12MP, 16x PoE, 4x porturi SATA, Alarma 16/4, 256 Mbps, DS-7732NXI-K4/16P",2899.99,2203.75
"Camera de supraveghere ANPR, Motorizata, 4MP - 2K, IR 30m, Microfon si Difuzor, PoE, IK10, IP67, Dahua ITC413-PW4D-IZ1",2899.99,2118.0
"NVR 32 canale, 8 MP, 16 PoE, 4 X HDD, Hikvision DS-7732NI-K4/16P",2900.99,2203.64
"Tastatura cu Joystick pentru camere Speed Dome cu display, Hikvision DS-1200KI",Disponibil.comanda,2933.0
"NVR 32 canale, 12 MP, 256 Mbps bandwidth, compresie video H.265+, 4x SATA pentru HDD, Hikvision DS-7732NI-I4(B)",3010.99,2332.0
"Camera IP Termica Hibrida, cu senzor de 4MP 4mm si senzor termic 960p 3.5mm, Wizsense, MicroSD, PoE, Dahua TPC-BF1241-B3F4-S2",3101.99,2171.0
"Speed Dome TandemVu Hikvision DS-2SE4C425MWG-E/26(F0), 6+4MP, 25x zoom optic, PTZ, Iluminare duala, IP66",Disponibil.comanda,2134.0
"NVR 32 canale 4K 16 x PoE, 2 x HDD, Hikvision DS-7632NI-I2/16P",3136.99,2388.0
"Speed Dome IP AcuSense DarkFighter, Full HD, 32X, IR 200m, Alarma audio si stroboscopica, Hi-PoE, MicroSD, Hikvision DS-2DE7A232IW-AEB(T5)",3191.99,2425.12
"Camera ANPR, 4MP, IR 50 metri, zoom motorizat 2.8-12mm, Wiegand, Deeping View, MicroSD, PoE, Hikvision iDS-2CD7A46G0-P-IZHSY(2.8-12mm)(C)",Disponibil.comanda,2714.0
"Camera IP Speed Dome Dahua, 2 MP, IR 150m, lentila varifocala 4.9-156 mm, Starlight, slot card, SD5A232XA-HNR",3349.99,2745.0
"Camera LPR MILESIGHT MS-TS2866-X4TPE, 2MP, Varfifocala 8-32mm, IR 100 metri, Viteza maxima de detectie 200 Km/h, PoE+",3354.99,3195.0
"Camera IP Speed Dome DarkFighter IR 200m, 4MP 2K, AcuSense, 5.9-188.8mm, Hikvision DS-2DE7A432IW-AEB(T5)",3385.99,2572.85
"NVR 16 canale, 12MP, Hikvision DS-7716NI-I4/16P(B), 16x port PoE, 4x port SATA si 1x port eSATA, Latime banda 160 Mbps",3389.99,2575.0
"Nvr 16 canale, 16x PoE, 4HDD, 12 Megapixeli, 160Mbps, DS-7716NI-I4/16P",3389.99,2575.56
"Camera de supraveghere IP, WizMind, 8MP, lentila 2.8mm, IR 50m, microfon incorporat, PoE, IK10, Dahua IPC-HFW5842T-ASE-0280B-S2",3463.99,2111.0
"Camera Speed Dome IP Dahua WizSense, 4MP 2K, IR 150m, Zoom optic 32x, Digital 16x, SD5A432GB-HNR",3710.99,3404.0
"NVR 32 canale, 16xPoE, AcuSense, 12MP, bandwidth 256 Mbps, 4x SATA, Recunoastere faciala, Hikvision DS-7732NXI-I4/16P/S(C)",3777.99,2870.5
"NVR 32 canale, 8MP, 16x PoE, AcuSense, Recunoastere Faciala, 256 Mbps, Hikvision DS-7732NXI-I4/16P/S",3777.99,2870.5
"NVR 32 de canale, 32MP 8K, 256 Mbps, HDMI 4K, 16x PoE 200W, 4x SATA, Hikvision DS-7732NI-I4/16P(B)",4019.99,3054.28
"NVR 32 Canale, 16 Porturi PoE, 12MP, 256 Mbps, H265, 4xSATA, Hikvision DS-7732NI-I4/16P",4019.99,3054.28
"NVR 64 canale, 32MP, Hikvision, 400/400 Mbps, 1x RCA, Alarma 16/9, 1.5 U, DS-7764NI-M4",Disponibil.comanda,3782.0
"Camera People Counting, IP, 2MP HIKVISION ,DS-2CD6825G0/C-IVS",Disponibil.comanda,3775.0
"Monocular/Camera IP termala (binoclu termal) Wi-Fi, Laser, Calculare Distanta, Pentru Vanatoare/Pompieri, 19mm, Dahua TPC-M40-B19-G",4154.99,4000.0
Camera 5G/4G/3G cu zoom motorizat 2MP Milesight X12RGOPC,4199.99,4100.0
"Camera IP LPR, 5MP, recunoastere placute pe 4 benzi, viteza pana la 200 km/h, IR 180m, Alarma, PoE, Milesight MS-C5366-X12LVPC",4244.99,4042.0
"Pachet cu sistem de alarma AJAX Hibrid, 100 zone, GSM, Camera IP exterior IMOU si card microSD GRATUIT, KITAJAX2G-CAMEXT-SD",4298.99,2324.99
Camera ip 8MP - conectare GSM 5G/4G lentila 8~32mm IR 180M Milesight MS-C8266-X4GOPC,4499.99,4399.0
"NVR 32 de canale, FullHD, WizSense, protectie perimetrala, recunoastere faciala, Dahua, NVR5432-EI",Disponibil.comanda,2090.0
"Camera de supraveghere 4G cu Baterie si Panou solar, 4MP LED 30m, Hikvision DS-2XS2T47G1-LDH/4G/C18S40 24/7, rezistenta fizica sporita",Disponibil.comanda,3910.0
"Tastatura retea pentru Speed dome, 10""1 Touchscreen, PoE, Hikvision DS-1600KI",4812.99,3656.23
"NVR 4 canale, Hanwha TRM-410S, Wireless, Mobil, 4K - 8MP, PoE, Indicatori LED, 50 Mbps, ONVIF, 2x port SATA, Alarma 6/4",4836.99,3965.97
"NVR 64 canale, WizSense, 1.5U, pana la 32MP, 384 Mbps latime de banda, SMD Plus, 4x SATA, Dahua NVR5464-EI",Disponibil.comanda,2338.0
Speed dome cu termoviziune hybrida 1080P Dahua TPC-SD2221-B7F8,5023.99,4300.0
"Camera termala Portabila de tip Monocular Dahua, Wifi, Detectie foc, Laser, lentila 25mm, Negru, TPC-M40-B25-G",5755.99,5468.0
"Speed Dome IP 8MP 25X, Starlight, AI, IR 150m, Safer (DH) IPSD7525ISWHTA-8U-AI",5999.99,5799.0
"Camera IP FishEye Hikvision, 12MP, 360º, DeWarping , IR 15m, Microfon si difuzor, MicroSD, PoE, IP67 / IK10, DS-2CD63C5G0-IVS(1.29mm)D",Disponibil.comanda,6199.99
"Speed Dome IP cu senzor termic si normal, 2K 4MP, lentila termica de 7mm, normala de 8mm, IR 50m, Audio, Dahua TPC-SD2241-TB7F8-S2",7068.99,4948.0
"NVR 32 canale, pana la 32MP, 2U, WizSense, latime de banda 384Mbps, AcuPick, 8 sloturi SATA, Dahua NVR5832-EI",Disponibil.comanda,3833.0
"NVR 32 de canale, 32MP, Latime de banda 320 Mbps, 16x SATA, 1x eSATA, RAID, Hikvision DS-9632NI-M16",7767.99,7061.0
"Camera de supraveghere ANPR DeepinView Hikvision IDS-2CD7A46G0-P-IZHSY(8-32MM)(C), 4MP 2K, Varifocala, IR 100m, IP67",Disponibil.comanda,6700.0
"Camera IP Dahua WizMind, 4MP 2K@60 fps, 8-32mm, IR 120m, Starlight, Recunoastere Fete, Metadata, Privacy, people countig, DH-IPC-HFW7442H-Z4FR",8119.99,6500.0
"NVR WizSense, 64 canale, 2U, pana la 32MP 8K, 384 Mbps, 8x SATA, Recunoastere faciala, ANPR, Dahua NVR5864-EI",Disponibil.comanda,5831.0
"NVR 64 canale, 8K, bandwidth 400 Mbps, 8x SATA, compresie video h.265, Hikvision, DS-9664NI-M8",Disponibil.comanda,6895.0
"Camera de supraveghere 4G cu Baterie si Panou solar, 4MP LED 30m, Hikvision DS-2XS2T47G1-LDH6/4G",Disponibil.comanda,8200.0
"NVR 8 canale, Hanwha TRM-810S, Wireless, Mobil, 4K - 8MP, PoE, Indicatori LED, 80 Mbps, ONVIF, 2x port SATA, Alarma 6/4",8556.99,7016.98
"Speed Dome 8C Hikvision DS-2DF8C442IXS-AELW(T5), 4MP, DarkFighter, 42x zoom optic, Detectie vehicul, IR 400m, PoE",Disponibil.comanda,8302.0
"Camera de supraveghere IP 32MP 8K, Panoramic 180° Hikvision PanoVU, Darkfighter, 2.8mm x 4, DS-2CD6984G0-IHS28",Disponibil.comanda,9429.0
Camera cu termoviziune monocular senzor 12µm 384x288 pixeli lentila 35mm,10999.99,10499.0
"NVR 32 canale 32MP Hikvision, 320 Mbps, 8x SATA, 1x eSATA, RAID, DS-9632NI-M8",Disponibil.comanda,8000.0
"Camera de supraveghere IP cu lentila varifocala 4.5-135 mm, 2 MP, IR 100 m, PoE, MicroSD, IP68, Dahua, EPC230U",Disponibil.comanda,10168.0
"NVR 32 canale, Dahua, 12MP, Recunoastere Faciala 8Hdd Dahua NVR608-32-4KS2",Disponibil.comanda,13800.0
"Camera PTZ Laser 1000m, Full HD - 2MP, 60x Zoom optic, WizMind, Auto Tracking, Functii AI, MicroSD, IP67, Dahua PTZ85260-HNF-PA-FL",Disponibil.comanda,42830.0
"NVR de tip Server Video cu sistem de operare DSS Pro, 1000 Canale, 700 Mbps, 15X SATA, Dahua DSS7016D-S2",Disponibil.comanda,49300.0
"NVR de tip Server Video cu sistem de operare DSS, 1000 Camere IP, 600 Mbps, 15X SATA, Dahua, DSS7016DR-S2",Disponibil.comanda,52917.0
"Cartela de proximitate RFID 125Khz Cprox, ID CARD",1.69,1.38
"Tag de proximitate RFID de tip Breloc cod secvential, IDT-2000EM",1.89,1.5
"Tag de proximitate Mifare, pentru videointerfon, IDT-2000MF",3.49,2.94
"Cartela de proximitate RFID (125KHz) numerotata secvential, ID CARD1",3.75,3.6
"Cartela de proximitate Mifare 13,56 Mhz, IDT-1001MF",3.99,2.4
"Tag de proximitate cu cip MIFARE (13.56MHz), Hikvision, DS-K7M102-M",3.99,3.12
"Tag de proximitate PROGRAMABIL, RFID 125 Khz, IDT-2000EM-RW",4.29,3.2
"Tag NFC antimetal cu cip 13.56 MHz, NFC-2013-gy",5.19,5.0
"Cartela de proximitate duala RFID 125Khz si MIFARE 13,56Mhz, IDT-1001EM/MF",5.99,5.25
"Bratara de proximitate din silicon cu catarama 125Khz, verde IDT-4001EM-GN",5.99,5.4
"Cartela interfon Electra, TAG.ELT.000",6.29,5.65
"Bratara de proximitate din silicon cu catarama 125Khz, Rosie, IDT-4009EM-RD",7.49,6.88
"Bratara de proximitate din silicon cu catarama 125Khz, Albastra, IDT-4009EM-BL",7.49,6.88
"Bratara de proximitate din silicon cu catarama 125Khz, galbena, IDT-4009EM-YO",7.49,6.88
"Bratara de proximitate din silicon cu catarama metalica, 125Khz, Verde, IDT-4009EM-GN",7.49,6.88
Cartela de proximitate MIFARE s50 pentru acces hotelier HLC-M-A,8.69,8.1
"Bratara de proximitate din silicon cu catarama, mifare 13.56Khz, Neagra, IDT-4009MF-BK",8.99,8.99
"Bratara de proximitate din silicon cu catarama, mifare 13.56Khz, Verde, IDT-4009MF-GN",8.99,8.99
"Bratara de proximitate din silicon cu catarama, mifare 13.56Khz, Rosie, IDT-4009MF-RD",8.99,8.99
"Bratara de proximitate din silicon cu catarama, mifare 13.56Khz, Galbena, IDT-4009MF-YO",8.99,8.99
"Bratara de proximitate din silicon cu catarama, mifare 13.56Khz, Albastra, IDT-4009MF-BL",8.99,8.99
Tag UHF Anti Metal ACM-UHF-M,9.99,9.45
"Doza derivatie audio, simpla, montaj aparent, ELECTRA, DDA.000",10.99,10.4
Adaos pentru yala aplicata Electra ADS.13x.YEM,10.99,10.2
"Cartele de acces TEMIC pentru sistem hotelier, HLC-T-K-V20",11.49,9.9
"Cutie montaj ingropat din PVC, HIKVISION DS-KAB86",11.99,8.19
Breloc MIFARE pentru incuietoarea de apart-hotel DLK-929SS-6M,12.99,12.08
Set 3 adaosuri pentru inchizator yala Electra SET.235.INC,13.99,13.5
Legatura flexibila COPEX Electra LEG.FLX.USA,18.99,17.5
"Card de proximitate standard, cu orificiu pentru prindere la chei, XSF si W26, pentru cititoare Kantech, P10SHL",22.99,20.0
"Suport pentru videointerfon, material ADC12, Hikvision DS-KAB21-B",22.99,16.38
Telecomanda pentru Yala SX-12,23.99,18.9
"Cutie de protectie pentru VTO2211G, montare la suprafata, IP65, VTM09R Dahua",34.99,29.0
"Cutie de montaj aparent cu protectie la ploaie pentru interfoanele Hikvision DS-KV6113, KABV6113-RS/S",34.99,24.56
Adaptor video 6 - 4 fire Electra ADP.V0604.ELB,39.99,37.0
"Post exterior interfon, plastic, COMMAX DR-2D",49.99,49.35
"Carcasa protectie videointerfon, otel, montaj aparent, Hikvision, DS-KABV8113-RS/S",57.99,40.82
"Carcasa protectie videointerfon, otel, montaj ingropat, Hikvision, DS-KABV8113-RS/F",57.99,40.82
"Cutie de montaj aparent pentru videointerfon scara de bloc, Dahua, VTM117",64.99,49.0
"Amortizor pentru usi, 25-35KG, aluminiu, ACM-M59",64.99,56.0
"Modul simplu pentru carcasa modulara Dahua, VTO4202F-MN",65.99,49.0
"Separator de alimentare pentru sisteme de interfonie cu 2 fire, DT-DPS",69.99,65.0
"Yala electromagnetica incastrata scurta, REF1040G",69.99,67.0
"Cititior carduri si tag-uri Mifare potrivit pentur exterior, IP65, LED, Buzzer, Wiegand, ACM-26M-MF",69.99,63.0
"Yala electromagnetica cu buton sau cheie, aplicata, reversibila, ACM-Y041",71.99,65.0
"Yala electromagnetica, 12-18V, cu cheie, metal, cu contraplaca, ACM-Y044",72.99,69.0
"Cititor de proximitate, RFID 125kHz, Electra, ALRDR.0SRGI.ELB",73.99,71.0
Yala electromagnetica incastrata lunga REF1040GL,75.99,72.0
"Yala electromagnetica incastrabila NO 24VCC Fail Secure, limba ajustabila, reversibila, slim, DORCAS-54N424F",79.49,77.0
Extensie audio Commax DP-SS,79.99,76.0
"Amortizor hidraulic cu brat pentru usi de 25-45kg, cu blocare, SA-5012AD-sv",79.99,74.0
"Adaptor Electra pentru conectarea unui Gong / Lumina la posturi Touch Line, pentru persoane hipoacuzice, TLRLY.30V5A.ELB",80.99,76.0
"Yala electromagnetica cu buton, aplicata, reversibila, ACM-Y042",81.99,74.0
Interfata de comunicare pentru panouri ELECTRA SMART de exterior INT.COM.1,87.99,84.5
"Post interfon audio digital, interior, ELECTRA, PAS.17A",88.99,84.0
"Amortizor hidraulic pentru usi, 35-60kg, aluminiu, ACM-M60",89.99,85.0
Automat pentru iluminat scari de bloc ELECTRA API.11A,91.99,88.0
"Post interior interfon Electra audio, Clasic, Analogic, IA02",96.99,94.0
"Yala electromagnetica incastrabila Fail - Secure de tip strike, DORCAS-41AAF",98.99,96.0
"Post de exterior din aluminiu, 1 familie, montaj ingropat, DR-201A",99.99,95.0
Post interfon exterior Commax pentru 1 familie DR-2GN,99.99,97.0
