Product,Original Price,Discounted Price
"Camera de exterior IP, AcuSense, 2MP, DarkFighter, lentila 2.8mm, IR 80m, Slot microSD, PoE, IP67, Hikvision DS-2CD2T26G2-4I(2.8)(C)",784.99,537.1
"Camera IP Hikvision DS-2CD1T83G2-LIUF-4MM, 8MP 4K, Hybrid Light LED + IR 50m, 4mm, Microfon, IP67",789.99,405.38
"Camera de supraveghere IP Hanwha Flateye ANV-L6012R, Full HD - 2MP, 2.8mm, IR 30m, PoE, MicroSD, IP66, IK10",796.99,653.54
"Camera IP Dome Dahua, WizSese, Full HD 2MP, 2.1mm, IR 30m, Microfon, MicroSD, PoE, IP67, IK10, IPC-HDBW3241F-AS-0210B-S2",796.99,597.0
"Camera de supraveghere IP Hanwha Flateye ANO-L6022R, Full HD - 2MP, 4mm, IR 30m, PoE, MicroSD, IP66",796.99,653.54
"Camera de supraveghere IP de exterior, AcuSense, DarkFighter, 4MP 2K, 2.8mm, IR 60m, PoE, MicroSD, IP67, Hikvision DS-2CD2T46G2H-2I(2.8MM)(EF)",796.99,545.0
"Camera de supraveghere IP Hanwha Flateye ANO-L6012R, Full HD - 2MP, 2.8mm, IR 30m, PoE, MicroSD, IP66",796.99,653.54
"Camera de supraveghere IP, 4 Mp, AcuSense DarkFighter, IR 60 m, lentila 2.8 mm, PoE, DS-2CD2T46G2-2I",797.99,545.46
"Camera IP 4 MP, 6 mm, IR 60 m, Acusense, Darkfighter, DS-2CD2T46G2-2I(6MM)C",797.99,545.46
Camera dome varifocala IP 3 MP Hanbang,799.99,564.9
"Camera de supraveghere 4G speed dome cu panou solar si baterie, 100% remote, Alarma, FullHD, IR 15 m, Safer SAF-4GPTZ",799.99,679.0
"Camera de supraveghere IP Dome WizSense Dahua IPC-HDBW3541F-AS-0280B-S2, 5MP 2K, 2.8mm, IR 30m, Microfon, MicroSD, PoE, IP67",804.99,604.0
"NVR 8 canale 12MP Dahua, 8 PoE 72W, 80 Mbps, ONVIF, AI By Camera, NVR2108HS-8P-S3",807.99,652.0
"Camera de supraveghere IP, 4 MP, 1.68 mm, IR 10m, PoE, MicroSD, Hikvision DS-2CD2345G0P-I(1.68mm)",811.99,555.12
"Camera IP 8MP 4K, Smart Dual Light, LED 50m, IR 60m, 3.6mm, Microfon, WizSense, Metal, Dahua IPC-HFW2849T-AS-IL-0360B",811.99,609.0
"Camera IP Dome, AcuSense, 8MP, 2.8 mm, IR 30m, PoE, MicroSD, IP67, IK10, Hikvision DS-2CD2183G2-I28",812.99,572.73
"Camera supraveghere IP, 8 MP, lentila 2.8 mm, IR 40 m, AcuSense, Hikvision, DS-2CD2083G2-I",812.99,572.73
"Camera IP wireless PTZ DarkFighter, 4MP 2K, IR 20m, varifocala 2.8 - 12 mm, microfon, Hikvision, DS-2DE2A404IW-DE3/W(C0)(S6)(C)",815.99,715.64
"Camera IP Mini Dome Wireless, 4MP, IR30m, 2.8mm, Acusense, Microfon, Hikvision DS-2CD2543G2-IWS",823.99,563.31
"Camera Fisheye 180°, Hikvision DS-2CD2935FWD-I(1.16mm), 3MP, 1.16mm, IR 8 metri, MicroSD, PoE",828.99,567.0
"Camera de supraveghere IP DarkFighter, AcuSense, 4MP, lentila 2.8mm, Smart IR 80m, slot microSD, PoE, IP67, Hikvision DS-2CD2T46G2-4I(C)",830.99,568.49
"Camera dome IP, AcuSense, DarkFighter, 5MP, 2.8mm, IR 40m, Slot microSD, PoE, IP67, IK10, Hikvision DS-2CD3156G2-IS(2.8mm)(C)",831.99,665.0
"NVR 8 canale, 12 MP, PoE, bandwidth 160 Mbps, Smart H.265+, protecte perimetru, detectie faciala, Dahua, NVR4108HS-8P-4KS3",834.99,675.0
"Camera de supraveghere IP Full Color, 4MP 2K, LED-uri albe 40m, 2.8mm, MicroSD, Hikvision DS-2CD2047G2-L2.8(C)",835.99,571.67
"Camera IP 6MP, Acusense, Darkfighter, Hikvision DS-2CD2066G2-I(2.8mm)(C), 2.8mm, IR40m, MicroSD, PoE, IP67",835.99,580.0
"Camera IP Dome Dahua, WizSese, 2K 4MP, 2.8mm, IR 30m, Microfon, MicroSD, PoE, IP67, IK10, IPC-HDBW3441F-AS-0280B-S2",836.99,628.0
"Camera IP wireless, PTZ pentru interior DarkFighter, 4MP 2K, varifocala 2.8 - 12 mm, IR 20m, Microfon, Hikvision, DS-2DE2A404IW-DE3/W(C0)(S6)",836.99,715.64
"Camera de supraveghere IP pentru exterior, 8MP, lentila 2.8mm, IR 40m, cu microfon, AcuSense, DS-2CD2083G2-IU(2.8mm) Hikvision",837.99,572.73
"Camera de supraveghere IP Dahua IPC-HDBW3441R-AS-P-0210B, WizSense, 4MP, Wide Angle 180°, IR 15m, Microfon, PoE, IP67",842.99,632.0
"Camera de supraveghere IP dome, 8MP 4K, Acusense, microfon, IR30m, IP67, IK10, Hikvision DS-2CD2183G2-IU",847.99,572.73
"NVR Dahua WizSense, 16 canale, 16 MP 5K, 2x SATA, bandwidth 256 Mbps, People Couting, Heat Map, NVR4216-EI",848.99,686.0
"Camera PTZ IP, 4MP, 4mm, AcuSense, Alarma acustica si optica, LED 30m, Audio bidirectional, MicroSD, PoE, Hikvision DS-2DE3A400BW-DE(F1)(T5)",852.99,729.72
"Kit supraveghere video Safer, 2 camere, 5 MP, IR 40m, DVR 4 canale, 4K, SAF-2X5MPIR40ACC",857.99,731.99
"Camera IP Dome, AcuSense, 6MP, 2.8 mm, IR 30m, Audio si alarma, PoE, MicroSD, IP67, IK10, Hikvision DS-2CD2183G2-IS(2.8mm)BLACK",860.99,588.0
"Camera de supraveghere IP Hikvision DS-2CD2T63G2-2I(4mm), AcuSense, 6MP, 4mm, IR 60m, MicroSD, PoE, IP67",862.99,568.0
"Camera de supraveghere IP Smart Hybrid, Hikvision DS-2CD2047G2H-LIU(2.8mm)(EF), 4MP, 2.8mm, Microfon, MicroSD, PoE, IP67",869.99,598.0
"Camera de supraveghere IP PTZ, DarkFighter, 4MP, Varifocala, IR20, MicroSD, PoE, Microfon, IP66, Hikvision DS-2DE2A404IW-DE3(C0)(S6)(C)",874.99,641.24
"Camera PT Dome WiFi Hikvision DS-2DE2A204IW-DE3/W(C0)(S6)(C), 2MP, 4x zoom optic, IR 20m, Microfon, MicroSD, PoE, IP66",874.99,641.0
"Camera IP bullet, AcuSense, DarkFighter, 4MP, Lentila 4mm, IR 60m, Alarma sonora si stroboscopica, Slot microSD, PoE, IP67, Hikvision DS-2CD2T46G2-ISU/SL4(C)",875.99,596.94
"Camera de supraveghere cu alarma acustica si optica, Acusense DarkFighter, 4MP, 2.8mm, IR 60m, Hikvision DS-2CD2T46G2-ISU/SL(2.8mm)(C)",875.99,596.94
"Camera de exterior IP, 6MP 3K, IR 60m, lentila 2.8 mm, PoE, Hikvision DS-2CD2T63G2-2I28",876.99,567.9
"Camera de supraveghere IP, WizSense, 5MP, lentila 2.8mm, IR 50m, microfon incorporat, PoE, IP67, Dahua IPC-HFW3541E-AS-0280B-S2",876.99,657.0
"Camera dome IP 5Mp Starlight lentila 2,8 mm Dahua IPC-HDBW3541E-AS-0280B",876.99,657.0
"Camera IP Dahua WizSense, Full HD, Varifocala 2.7-13.5mm, IR 40m, Microfon, MicroSD, PoE, IP67, IPC-HDBW2241R-ZAS-27135-BLACK",884.99,680.0
"Camera de supraveghere video IP Dome Hikvision DS-2CD2546G2-IS(2.8mm)(C), DarkFighter, 4MP, 2.8mm, Microfon, Acusense",885.99,607.25
"NVR 16 canale 1U, AcuSense, 4K, latime de banda 160 Mbps, 2x SATA, Hikvision DS-7616NXI-K2",886.99,606.66
"Camera IP Hikvision, ColorVU, 4MP 2K, microfon, Stroboscopica, exterior, Hikvision DS-2CD2047G2-LU/SL",896.99,613.55
"Camera IP, AcuSense, DarkFighter, 6MP 3K, 2.8 mm, IR 60m, Protectie perimetru, MicroSD, PoE, Hikvision DS-2CD2T66G2-2I2C",898.99,614.56
"Camera de supraveghere exterior IP, AcuSense, 6MP, 4mm, IR 60m, Slot microSD, PoE, IP67, Hikvision DS-2CD2T66G2-2I4C",898.99,620.76
"Camera wireless cu panou solar si iluminare led, 1000 lumeni, FULL HD, IP66, RH-FC1",899.99,892.49
"Camera wireless cu panou solar Ezviz CS-HB8+SP, 4.2W, Acumulator 10400 mAh, 32GB eMMC, MicroSD, Bidirectionala",899.99,875.0
"NVR Dahua, 32 canale, 8 MP, 4K UHD, NVR4232-4KS2/L",902.99,760.0
"Camera IP Hikvision, ColorVU, 4MP 2K, microfon, LED alb 40 m, exterior, Hikvision, DS-2CD2047G2-LU(C)",911.99,623.69
"Camera IP 6mp IR80M Acusense Hikvision, DS-2CD2T63G2-4I28",915.99,592.05
"NVR 8 canale Dahua, 4K, SMD, H.265, 80 Mbps, 8xPoE, NVR4108HS-8P-4KS2/L",915.99,660.0
"NVR 8 canale, 12 MP, PoE, bandwidth 144 Mbps, WizSense, Smart H.265+, protecte perimetru, detectie faciala, Dahua, NVR2108-8P-I2",918.99,742.0
"Camera de supraveghere IP, 4 MP, IR 20 m, 2.1 mm, PoE, MicroSD, WizSense, unghi vizual 180°, Dahua, IPC-HFW3441T-AS-P-0210B",919.99,690.0
"Camera de supraveghere IP Hanwha Flateye ANV-L7012R, 2K 4MP, 3mm, IR 20m, PoE, MicroSD, IP66, IK10",922.99,756.73
"Camera de supraveghere IP Hanwha Flateye ANO-L7012R 2K 4MP, 3mm, IR 20m, PoE, MicroSD, IP66",922.99,756.93
"Camera de supraveghere IP Hanwha Flateye ANO-L7022R, 2K 4MP, 4mm, IR 25m, PoE, MicroSD, IP66",922.99,756.73
"NVR 8 Canale cu SSD 1 TB preinstalat, Dahua NVR4108HS-4KS3(960G), pana la 12MP, 80 Mbps",928.99,751.0
"Camera de supraveghere IP cu unghi vizual larg - 180° super wide, 4MP 2K, MicroSD, IP67, Hikvision DS-2CD2T45G0P-I",929.99,636.0
"Camera IP Hikvision DS-2CD2T66G2-4I(4mm)(C), AcuSense, DarkFighter, 6MP, 4mm, IR 80m, 4mm, MicroSD, PoE, IP67",931.99,637.0
"Camera IP, 4 MP, mini PT Dome, Wi-Fi, LED alb 30 m, lentila 4 mm, PoE, comunicare bidirectionala, Hikvision, DS-2DE3A400BW-DE-W(F1)(T5)",938.99,803.05
"Camera PTZ IP, 4MP - 2K, Zoom optic 4X, IR 50 metri, DarkFighter, PoE, Alarmare audio si vizuala, Hikvision DS-2DE3A404IW-DE(S6)",939.99,803.05
"Camera de supraveghere IP, 8 MP, AcuSense, IR 60m, slot card, Hikvision, DS-2CD2T83G2-2I(2.8mm)",942.99,644.95
"Camera de supraveghere IP, WizSense, 8MP, lentila 2.8mm, IR 30m, microfon incorporat, microSD, PoE, Dahua IPC-HFW3841E-AS-0280B-S2",953.99,772.0
"Camera IP de interior, Dahua, 8MP, IR 30m, lentila 2.8 mm, Starlight, slot card, IPC-HDBW3841E-AS-0280B",953.99,706.0
"Camera de supraveghere IP, WizSense, Starlight, 2MP, lentila varifocala 2.7-13.5mm, IR 40m, PoE, microSD, Dahua IPC-HDW2241T-ZS-27135",955.99,717.0
"Camera IP dome, 4MP, lentila 2.8mm, ColorVu, Hikvision DS-2CD2347G2-LU2.8",957.99,655.32
"Camera de supraveghere IP dome, 2 MP, IR 40 m, 2.7-13.5 mm, zoom motorizat, card, Dahua, IPC-HDBW2241R-ZAS-27135",957.99,718.0
"NVR 8 canale, 12 MP, PoE 72W, bandwidth 144 Mbps, WizSense, recunoastere faciala, SMD Plus, Dahua, NVR2108HS-8P-I2",960.99,776.0
"Camera IP 4 MP 2K ColorVu, LED Alb 60m, 2.8mm, Acusense, IP67, MicroSD, Hikvision DS-2CD2T47G2-L-2.8mm(C)",967.99,754.7
"NVR 8 canale, 16 MP, PoE, bandwidth 256 Mbps, WizSense, Smart H.265+, protecte perimetru, detectie faciala, Dahua, NVR4108-8P-EI",974.99,788.0
"Camera IP de exterior Hikvision, 8MP 4K, 2.8 mm, Acusense, IR80m, DS-2CD2T83G2-4I(2.8mm)",977.99,669.04
"Camera de supraveghere IP Hikvision, AcuSense, 4K 8MP, 4mm, IR 80m, MicroSD, PoE, IP67, DS-2CD2T83G2-4I-4mm",977.99,669.04
"Camera de supraveghere IP, ColorVu, 4 MP, PoE, microfon, 2.8 mm, DS-2CD2147G2-SU2C",981.99,671.1
"NVR 4 canale, 8 MP, PoE 36W, ONVIF, bandwidth 160 Mbps, Smart H.265, 2x SATA, Dahua, NVR4204-P-4KS2/L",988.99,798.0
"Camera de supraveghere IP pentru interior, ColorVU, 4MP, LED 30m, Functie de alarma, Hikvision DS-2CD2347G2-LSU/SL(2.8mm)",994.99,680.18
"Camera IP Hikvision DS-2CD2T86G2-ISU/SL Acusense 8MP 2,8mm microfon",998.99,860.72
"Camera IP pentru exterior, 8MP 4K, AcuSense, DarkFighter, IR40m, Hikvision DS-2CD2086G2-I",998.99,694.78
"Camera de supraveghere IP, AcuSense DarkFighter, 8 MP 4 K, IR 30 m, PoE, Hikvision, DS-2CD2386G2-I2C",998.99,694.78
"Camera de exterior IP, AcuSense DarkFighter, 8MP 4K, IR 60m, lentila 2.8 mm, PoE, Microfon si difuzor, Hikvision DS-2CD2T86G2-ISU/SL C",998.99,860.72
"Camera IP de interior 8 MP - 4K, AcuSense, Darkfighter, IR 30m, Hikvision DS-2CD2186G2-I(C)",999.99,695.0
"NVR 8 canale cu PoE, 72W, WizSense, pana la 16MP, latime de banda 256Mbps, 1x SATA, Dahua NVR4108HS-8P-EI",1008.99,815.0
"Camera IP DarkFighter, 8MP (4K), IR 40 metri, POE, Microfon Hikvision, DS-2CD2086G2-IU(C)",1023.99,694.78
"Camera IP Hikvision DS-2CD2086G2-IU(2.8mm)(C)(BLACK) AcuSense, 8MP, 2.8mm, DarkFighter, IR 40m, Microfon, MicroSD, PoE",1023.99,695.0
"Camera de supraveghere IP Wireless PTZ, DarkFighter, 4MP 2K, Hikvision DS-2DE3A404IW-DE-W(S6), Microfon si difuzor, IR50m, 2.8-12mm",1026.99,877.45
"Camera de supraveghere IP Hikvision WiFi PTZ, DarkFighter, Full HD, 2.8 - 12mm, IR 20m, Microfon, MicroSD, PoE, IP66, DS-2DE2204IW-DE3/W(S6)(B)",1035.99,770.0
"Camera de supraveghere IP, WizSense, 4MP, lentila varifocala 2.7-13.5mm, IR 40m, microSD, IP67, Dahua IPC-HDW2441T-ZS-27135",1035.99,777.0
"NVR 8 Canale PoE Dahua NVR2108-8P-4KS3, 12MP, 1x SATA, 144 Mbps, 72W, SMD",1037.99,721.0
"Camera de supraveghere IP Hanwha Flateye ANE-L6012R, Full HD - 2MP, 3mm, IR 20m, PoE, MicroSD, IP67, IK10",1048.99,859.92
"Camera Web pentru conferinte Dahua HTI-UC390, 4K UHD, Microfon, 1x USB2.0",1049.99,999.0
"Camera de supraveghere Fisheye IP Hikvision DS-2CD2955FWD-IS(1.05mm), 5MP, 1.05mm, IR 8m, slot microSD, PoE",1057.99,724.0
"Camera de interior IP, WizSense, 5MP, lentila varifocala 2.7-13.5mm, IR 40m, Microfon, Slot microSD, PoE, IP67, Dahua IPC-HDW2541T-ZS",1059.99,736.0
"Camera de supraveghere IP dome, 5 MP, IR 40 M, lentila varifocala 2.7-13.5 mm, WizSense, Dahua, IPC-HDBW2541R-ZAS-27135",1061.99,897.0
"NVR 8 Canale cu PoE, AcuSense, 8MP 4K, 80Mbps, 75W, 1U, AI by Device and Camera, Hikvision DS-7608NXI-K1/8P",1062.99,633.0
"Camera IP Speed Dome, Full HD - 2MP, 5 - 75mm, IR 100m, PoE, MicroSD, IP66, Hikvision HWP-N4215IH-DE/D",1068.99,1013.0
"Camera IP ColorVu, 4MP, lentila 2.8mm, Iluminare duala, Detectare miscare, Slot microSD, PoE, IP67, Hikvision DS-2CD2T47G2H-LI(2.8MM)(EF)",1069.99,731.84
"Camera IP Dahua Wizsense, 5MP, lentila 3.6mm, Iluminare duala IR si LED 30m, Alarma optica si acustica, PoE, IP67, IPC-HFW3549T1-AS-PV-0360B-S4",1072.99,804.0
"Camera IP, WizSense, 5MP, lentila 2.8mm, IR si LED 30m, Smart Dual Illumination, Active Deterrance, Microfon si difuzor, PoE, IP67, Dahua IPC-HDW3549H-AS-PV-0280B-S4",1072.99,804.0
"Camera IP de exterior, WizSense, 5MP, 2.8mm, IR si LED 30m, Alarma audio si stroboscopica, Microfon difuzor, PoE, Dahua IPC-HFW3549T1-AS-PV-0280B-S4",1072.99,898.0
"Camera de supraveghere IP dome, 4 MP, IR 40 m, lentila varifocala 2.7-13.5 mm, Dahua, IPC-HDBW2441R-ZAS-27135",1087.99,816.0
"Camera de supraveghere IP Hanwha Vandal-Resistant ANV-L6023R, Mini Dome, 2MP, 3.6mm, IR 15m, PoE, MicroSD, IP66, IK10",1090.99,894.32
"Camera de supraveghere IP, 5 MP, IR 60 m, PoE, lentila 2.7-13.5 mm, WizSense, MicroSD, Dahua, IPC-HFW2541T-ZAS-27135",1097.99,762.0
"Camera IP cu termoviziune, Detectie foc 10m, Alarma acustica si optica, 2K 4MP, 4 mm, IR 15 m, PoE, IP66, Dahua HY-FT431LDP",1099.99,785.0
"Camera IP PTZ de interior, 2K 4MP, 2.8 mm - 12mm, MicroSD, PoE, IP66, Hikvision DS-2DE3404W-DE(T5)",1104.99,944.72
"NVR 8 canale, 12 MP, PoE, bandwidth 160 Mbps, Smart H.265+, protecte perimetru, detectie faciala, Dahua, NVR4208-8P-4KS3",1109.99,1058.0
"Camera IP 2 MP, Zoom motorizat 2.7-13.5mm, IR 60M, STARLIGHT, IPC-HFW3241T-ZAS-27135",1115.99,837.0
"NVR 8 canale, 8 MP, 160 Mbps, SMD Plus, detectie faciala, 8 PoE, Dahua NVR4208-8P-4KS2/L",1124.99,977.0
"Camera de supraveghere PTZ Dahua, WizSense, TiOC, Auto Tracking, 2K, Varifocala, Iluminare duala 50m, Bidirectionala, PoE, MicroSD, IP66, SD3E405DB-GNY-A-PV1",1130.99,880.0
"Camera de supraveghere IP Hanwha Flateye ANE-L7012R, 2K 4MP, 3mm, IR 20m, PoE, MicroSD, IP67, IK10",1132.99,928.72
"Camera de supraveghere IP Hanwha Flateye ANE-L7012L, 2K 4MP, 3mm, LED alb 20m, PoE, MicroSD, IP67, IK10",1132.99,928.72
"NVR WiFi Hikvision DS-7608NI-L1/W, 8 canale, 6MP, 1x port SATA",1133.99,875.0
"Camera IP 8MP 4K, Full Color, microfon, difuzor, alarma Active Deterrence, 2.8mm, LED 30m, Wizsense, Dahua IPC-HDW3849H-AS-PV-S4",1149.99,862.0
"Camera IP Dome cu lentila varifocala 2.8-12 mm, 4MP 2K, AcuSense, IR40m, IP67, IK10, Hikvision DS-2CD2H43G2-IZS",1156.99,807.18
"Camera de supraveghere IP, AcuSense DarkFighter, 8 MP, IR 60 m, lentila 4 mm, Hikvision, DS-2CD2T86G2-2I4C",1163.99,795.69
"Camera de supraveghere IP Hikvision, Acusense Darkfighter, 8MP 4K, 2.8mm, IR 60m, MicroSD, PoE, IP67, DS-2CD2T86G2-2I(2.8mm)(C)",1163.99,795.69
"Camera IP panoramica, 4MP, 2 x 2.8mm, Acusense DarkFighter, IR 40m, Alarma, Hikvision DS-2CD2T46G2P-ISU/SL",1165.99,796.93
"NVR 16 canale, 4K, 8 x Poe, HDMI, 1U, 1 x Sata, DMSS NVR4116HS-8P-4KS2/L",1167.99,707.0
"Camera de supraveghere IP Hanwha Flateye ANO-L6082R, Full HD - 2MP, Varifocala 3.3-10.3mm, IR 30m, MicroSD, PoE, IP66",1174.99,963.11
"Camera de supraveghere IP Hanwha Flateye ANV-L6082R, Full HD - 2MP, Varifocala 3.2-10mm, IR 30m, MicroSD, PoE, IP66, IK10",1174.99,963.11
"Speed Dome Full HD, Varifocala 4.8 - 120mm, IR 100m, MicroSD, PoE, IP66, HiWatch Hikvision HWP-N4225IH-DE(D)",1177.99,1177.99
"Camera de supraveghere IP, AcuSense, 4MP, lentila varifocala 2.8mm-12mm, IR 40m, IP67, IK10, Hikvision DS-2CD2743G2-IZS",1179.99,807.18
"Camera de supraveghere IP Hikvision, 4MP 2K, Lentila varifocala motorizata, IR60m, IP67, IK10, Acusense, DS-2CD2643G2-IZS",1179.99,807.18
"Camera PTZ Hikvision DS-2DE3A404IWG-E, DarkFighter, 4MP 2K, IR 50 metri, Alarma acustica si optica, MicroSD, PoE, IP66",1186.99,812.0
"Camera IP, FULL HD, 2.8mm, WizMind, dome, IR 30m, Dahua IPC-HDBW5241R-ASE-0280",Disponibil.comanda,606.0
"Camera dome IP Dahua, 4MP, lentila varifocala 2.7mm-11mm, PoE, zoom optic 4X, SD22404T-GN",1191.99,785.0
"Camera de supraveghere IP, WizSense, Starlight, 2MP, 2.7–13.5 mm, IR40, MicroSD, PoE, Dahua IPC-HDBW3241R-ZAS-27135",1195.99,897.0
"Camera IP de exterior, Hikvision DarkFighter, 8MP, 4 mm, IR 80 m, PoE, DS-2CD2T86G2-4I-4(C)",1198.99,819.72
"Camera IP AcuSense DarkFighter 4K, lentila 2.8mm, IR 80 metri, Hikvision DS-2CD2T86G2-4I-28(C)",1198.99,819.72
"Camera de supraveghere IP, WizMind, 2MP, lentila varifocala 2.7-13.5mm, Smart IR 40m, ePoE, IP67, Dahua IPC-HDW5241T-ZE-27135",Disponibil.comanda,992.0
"NVR 32 canale WizSense, pana la 16MP, 1U, latime de banda 256Mbps, 2 porturi SATA, Dahua NVR4232-EI",1217.99,984.0
"Camera IP panoramica, 6MP, 2 x 2.8mm, Acusense DarkFighter, IR 40m, Alarma, Hikvision DS-2CD2T66G2P-ISU/SL",1242.99,850.0
"Camera de supraveghere IP, WizMind, 2K - 5MP, 3.6 mm, IR50, Microfon, MicroSD, ePoE, Dahua IPC-HFW5541E-ASE-0360B-S3",Disponibil.comanda,610.0
"Camera de supraveghere Panoramica ColorVu Hikvision DS-2CD2347G2P-LSU/SL(2.8mm)(C), 4MP, 2.8mm, LED alb 30m",1256.99,860.0
"Camera de supraveghere IP Hanwha Flateye ANO-L7082R, 2K 4MP, Varifocala 3.3 - 10.3 mm, IR 30m, MicroSD, PoE, IP66",1257.99,1031.91
"Camera de supraveghere IP Hanwha Flateye ANV-L7082R, 2K 4MP, Varifocala 3.3 - 10.3, MicroSD, PoE, IP66, IK10",1257.99,1031.91
"Camera de supraveghere IP, WizSense, 8MP, lentila varifocala 2.7-13.5mm, Smart IR 50m, microfon incorporat, PoE, IP67, Dahua IPC-HDW3841T-ZAS-27135",1284.99,895.0
"Camera de supraveghere IP, WizSense, 4K - 8MP, 2.7 - 13.5 mm, IR60, Microfon, MicroSD, PoE, Dahua IPC-HFW2841T-ZAS-27135",1294.99,971.0
"Camera de supraveghere IP, WizSense, 8MP 4K, Varifocala, IR 40m, Microfon, MicroSD, PoE, IP67, Dahua IPC-HDBW2841R-ZAS-27135",1294.99,971.0
"Camera IP PTZ WiFi, DarkFighter, 4MP, zoom optic 4x, 2.8-12mm, Microfon si difuzor, Alarma, Duala, PoE, IP66, Hikvision DS-2DE3A404IWG-E/W",1296.99,887.11
"NVR 32 canale, 12MP, 160 Mbps, Functii AI, 2x porturi SATA, 1U, Dahua NVR4232-4KS3",1299.99,930.0
"Camera SPEED DOME, 4G, cu panou solar, 100% independenta, SAF-4GPTZ-SOLAR-60W",1299.99,1024.99
"NVR 32 canale AcuSense, 1U, pana la 12MP, latime de banda 256Mbps, USB, 2x SATA, Hikvision DS-7632NXI-K2",1302.99,890.76
"Camera IP, STARLIGHT, FULL HD, IR 80 metri, 2.8mm IPC-HFW5241T-ASE-0280B",Disponibil.comanda,677.0
"Camera de supraveghere IP Dahua, WizSense, 5MP, Varifocala, IR 40m, Microfon, MicroSD, PoE, IP67, IPC-HDW3541T-ZS-27135-S2",1309.99,983.0
"Camera IP 5 MP, Zoom motorizat 2.7-13.5mm, IR 60M, STARLIGHT, IPC-HFW3541T-ZAS-27135",1309.99,983.0
"Camera de supraveghere IP, WizSense, Starlight, 5MP - 2K, 2.7–13.5 mm, IR40, MicroSD, PoE, Dahua IPC-HDBW3541R-ZAS-27135",1309.99,983.0
"NVR 8 canale, 12MP, AcuSense, 8x PoE 80 W, 2x SATA, Audio, Recunoastere faciala, Protectie perimetru, Hikvision DS-7608NXI-K2/8P",1310.99,896.3
"Camera de supraveghere IP, WizSense, 8MP 4K, Varifocala 2.7 –13.5 mm, IR 40m, Microfon, MicroSD, Dahua IPC-HDW2841T-ZS-27135",1314.99,986.0
"Camera de supraveghere IP, ColorVu, 8 MP, 2.8 mm, Alarma stroboscopica si acustica, LED alb 30m, MicroSD, PoE, Hikvision DS-2CD2387G2-LSU-SL(2.8mm)(C)",1329.99,1037.18
"Camera IP panoramica, 2 x 2.8mm, Detectare miscare, LED 40m, Alarma, Hikvision DS-2CD2T47G2P-LSU/SL",1341.99,917.39
"Camera de supraveghere IP panoramica, 6 MP, LED 30 m, 2.8mm, PoE, ColorVu, Hikvision, DS-2CD2367G2P-LSU/SL(2.8mm)(C)",1341.99,917.39
"NVR Wireless 4G, AcuSense, 4 canale, 4K - 8MP, 4xPoE, bandwidth 40 Mbps, SATA, Recunoastere faciala, Hikvision DS-7604NI-K1/4P/4G(C)",1348.99,1025.0
"Camera IP cu lentila Varifocala motorizata 2.8-12mm, 6MP 3K, AcuSense, IP67, IK10, Hikvision DS-2CD2663G2-IZS",1351.99,876.04
"Camera de supraveghere IP, AcuSense, 6MP, Varifocala, IR 40m, Audio si alarma, PoE, MicroSD, IP67, IK10, Hikvision DS-2CD2763G2-IZS",1351.99,876.04
"Camera de supraveghere IP, WizMind, 5MP, lentila 2.8mm, IR 50m, microfon incorporat, PoE, IP67, Dahua IPC-HDW5541TM-ASE-0280B",Disponibil.comanda,684.0
"Camera IP Hikvision, 4MP 2K, Lentila Varifocala Motorizata 2.8-12 mm, IR60m, IP66, IK10, AcuSense, Alarma, DS-2CD2646G2-IZS",1369.99,936.0
"Camera IP de exterior, zoom motorizat 2.8-12 mm, 4MP 2K , IR60m, IP66, IK10, AcuSense DarkFighter, Alarma, DS-2CD2646G2-IZSBC",1369.99,936.94
"Camera IP Hikvision, 4MP 2K, 2.8-12 mm, IR60m, IP66, IK10, AcuSense DarkFighter, Alarma, DS-2CD2646G2-IZSC",1369.99,936.94
NVR 8 canale rezolutie 12 megapixeli Hikvision DS-7608NI-I2,1371.99,1043.67
"NVR Hikvision DS-7608NXI-I2/S(E), 8 canale, 8MP 4K, AcuSense, Recunoastere Faciala, 256 Mbps",1373.99,1044.0
"Camera de supraveghere IP, 8MP, Dual Illumination 30m, TIOC, 2.8mm, Microfon si Difuzor, PoE, WizSense, IPC-HFW3849T1-AS-PV-0280B-S4",1378.99,1034.0
"NVR 8 canale, 16MP, WizSense, 8 canale PoE, 256 Mbps, 2x SATA, Functii inteligente, Dahua NVR4208-8P-EI",1391.99,1125.0
"Camera 4G cu baterie 10000 mAh Ezviz EB8, 3MP, 2.8mm, Alarma acustica si vizuala, MicroSD, CS-EB8",1399.99,1124.0
"NVR 16 Canale, 16X PoE, 8MP 4K, ONVIF, Detectare miscare si recunaostere faciala AI, Dahua NVR4216-16P-4KS2/L",1409.99,1304.0
"Camera de supraveghere panoramica Hikvision, ColorVu, 6MP, Alarma acustica si vizuala, MicroSD, PoE, DS-2CD2T67G2P-LSU/SL(2.8mm)(C)",1424.99,974.64
"Camera IP STARLIGHT Dahua IPC-HFW5541T-ASE-0280B, WizMind, 2K 5 MP, IR 80 metri, 2.8mm, ePoE, MicroSD, IP67, IK10",Disponibil.comanda,734.0
"Camera de supraveghere cu panou solar, 4G, Senzor PIR + Radar, 2K, 4mm, IR 30m, Microfon si difuzor, MicroSD, Hikvision DS-2XS2T41G1-ID/4G/C05S07(4mm)",1455.99,1059.0
